TT     PID     AT     CT   IO_D      WT     RT    TRT
47560    681   1704     61      9    45855   9922  45855
47674    713   1771     58     25    45902   1322  45902
47679    820   2041     84      0    45637   1090  45637
47692    695   1728     82      0    45963    349  45963
47762    187    488     76      0    47273    276  47273
47840    952   2351     52     21    45488   9856  45488
47872    953   2354     72     12    45517      0  45517
47878    960   2373     71     10    45504    331  45504
47882    943   2329     56     30    45552    303  45552
47883    946   2335     60     20    45547    318  45547
47983    285    754     76      9    47228   1680  47228
48073    262    690     73     11    47382      9  47382
48088     60    166     67      2    47921    671  47921
48132    209    548     83      0    47583   3005  47583
48241    422   1074     46     14    47166  11977  47166
48258    113    312     63     15    47945    779  47945
48274    439   1117     68      9    47156   2916  47156
48368    397   1012     63     13    47355      9  47355
48758    720   1788     99     14    46969     12  46969
48764    872   2152     71      3    46611   5054  46611
48837    884   2185     86      3    46651    649  46651
48840    895   2209     73      0    46630   5198  46630
48854    343    902     69     24    47951   4287  47951
48856     16     43     98     19    48812      3  48812
48889    985   2450     89     14    46438      9  46438
48920    244    641     64     10    48278   7233  48278
48921    136    361     92      0    48559    318  48559
48922    240    628     84      0    48293   3526  48293
48923    248    650     74      0    48272   7262  48272
48946    469   1199     62     28    47746   6773  47746
48951    137    362     84      1    48588    327  48588
48956    470   1204     63     36    47751   6773  47751
48975    465   1184     62     18    47790   6869  47790
49074    579   1462     81      0    47611   6793  47611
49081    581   1464     78      0    47616   6811  47616
49126    594   1486     57     10    47639   6901  47639
49135    596   1494     56      8    47640   6921  47640
49209    618   1571     82      0    47637   4461  47637
49210    615   1560     65     27    47649   4448  47649
49224    627   1593     88      0    47630   3693  47630
49327    765   1884     56     17    47442   7394  47442
49341    789   1946     69      4    47394   7447  47394
49348    790   1950     78      0    47397   7463  47397
49373    456   1161    102      0    48211    283  48211
49383    810   2009     66     13    47373   7549  47373
49394    668   1680     95      0    47713    600  47713
49489    942   2328     89      0    47160    294  47160
49504     75    206     67     22    49297   2313  49297
49522    949   2340     79      7    47181    332  47181
49530    938   2317     70     15    47212    285  47212
49605     15     43     76      0    49561  10340  49561
49631     97    261     69      6    49369  10168  49369
49648    102    277     69     25    49370   4563  49370
49656     81    230     79      4    49425   4653  49425
49662     88    241     77      0    49420  10267  49420
49675    174    446     64      3    49228  10111  49228
49737    357    944     61     23    48792   9729  48792
49756    395   1011     89      0    48744   5235  48744
49772    364    958     68     21    48813   5318  48813
49911    411   1048     64      8    48862  10123  48862
49915    467   1192     83     23    48722     12  48722
49951    267    706     95      0    49244    651  49244
49975    512   1312     65     22    48662   3099  48662
49976    474   1212     81     27    48763     13  48763
50046    554   1406     81      0    48639  10210  48639
50054    368    966     70     17    49087   5350  49087
50059    682   1707     66     24    48351   4615  48351
50069    675   1690     67      6    48378   4705  48378
50076    679   1696     78      0    48379  10042  48379
50081    678   1693     66      9    48387  10035  48387
50083    683   1709     69      7    48373  10039  48373
50118    715   1776     75      5    48341   1335  48341
50306    967   2394     94      0    47911    386  47911
50360    349    923     92      0    49436   1540  49436
50361    983   2445     66     10    47915  10087  47915
50414    193    506     86      0    49907    309  49907
50423    308    813     80      0    49609  11869  49609
50466    211    555     82      1    49910   3023  49910
50467     21     58     92      6    50408    193  50408
50468    208    546     75     21    49921   2997  49921
50488    217    570     85      0    49917   6066  49917
50504    204    535     68     15    49968   6073  49968
50519    224    587     84      0    49931   6069  49931
50533    423   1076     80      0    49456  11981  49456
50553    442   1125     90      0    49427   2921  49427
50600    115    317     93      0    50282    842  50282
50614    451   1146     68      1    49467  12128  49467
50630     89    243     88      4    50386      5  50386
50637     37    105     67     10    50531  13290  50531
50642     55    155     67     20    50486   6530  50486
50671    317    840     71      3    49830  12666  49830
50675    318    840     58     24    49834  12676  49834
50684    294    779     74     17    49904      0  49904
50722    723   1798     67     14    48923   4013  48923
50777    736   1826     84      3    48950   1373  48950
50789    738   1828     87      7    48960   1382  48960
50793    739   1830     83      7    48962   1390  48962
50797    323    850     97     34    49946    946  49946
50802    834   2069     66      5    48732  11741  48732
50804    835   2069     69      9    48734  11751  48734
50853    841   2078     80      0    48774  11789  48774
50857    838   2072     51     16    48784  11769  48784
50882    744   1841     80     31    49040    300  49040
50892    859   2123     88      0    48768   4928  48768
50968    874   2157     74     14    48810   2415  48810
50998    997   2483     83      0    48514   5037  48514
50999    979   2435     95     33    48563     12  48563
51034    443   1127     90      7    49906   2929  49906
51038    247    646     65     23    50391   7258  50391
51057     72    194     82     17    50862    182  50862
51092    466   1189     95      9    49902      0  49902
51110    576   1459     79      8    49650   6760  49650
51135    588   1474     85      0    49660   6855  49660
51151    593   1484     86      0    49666   6893  49666
51169    477   1222     84     28    49946    303  49946
51178    479   1228     83      9    49949    320  49949
51200    133    354     98      0    50845   5606  50845
51206    617   1567     86      8    49638   4455  49638
51240    329    868     74     22    50371    959  50371
51264    643   1625     88     10    49638    289  49638
51282    777   1917     84      0    49364   7318  49364
51302    663   1669     84      2    49632    287  49632
51360    902   2226     95     20    49133      0  49133
51404    276    736     91      2    50667   1609  50667
51406    937   2313     93      0    49092    279  49092
51427    645   1632     83      3    49794   3766  49794
51427    646   1636     92      0    49790   3767  49790
51441    169    437     88      0    51003   9893  51003
51468     96    260     67     16    51207  10163  51207
51483     85    234     76     24    51248   4659  51248
51490    179    463     69      7    51026  10139  51026
51497    178    458     78      2    51038  10134  51038
51511    151    392     92      0    51118    583  51118
51530    390   1002     64     15    50527   9692  50527
51582    377    980     85      8    50601   2437  50601
51587    378    981     94      0    50605   2446  50605
51626    336    886     85     28    50739     12  50739
51652    409   1046     77      3    50605  10095  50605
51670    513   1313     88      0    50356   9908  50356
51714    532   1352     92      6    50361   2535  50361
51725    535   1362     93      5    50362   2562  50362
51754    569   1440     92      9    50313    311  50313
51766    908   2240     86      3    49525    793  49525
51791    693   1723     94      6    50067    334  50067
51827    700   1745     86      0    50081  10240  50081
51832    702   1746     76      1    50085  10249  50085
51850    707   1754     79      9    50095  10295  50095
51921    279    744     87      2    51176   1628  51176
51944    677   1692     91      0    50251   4739  50251
51953    957   2362     87     26    49590      4  49590
51997    283    750     95      7    51246   1677  51246
52089    120    322     90      4    51766    210  51766
52106    144    379     87     27    51726    238  51726
52124    221    583     97      0    51540   6063  51540
52142    431   1087     88      0    51054  12008  51054
52148    154    401     95      1    51746    604  51746
52184    420   1074     78     15    51109   3981  51109
52189    427   1081     84     12    51107   3989  51107
52192    429   1087     79     29    51104   3993  51104
52201    126    338     89      0    51862  12984  51862
52245    324    850     92      6    51394    956  51394
52291    824   2049     95      0    50241   1110  50241
52319    316    839     88      9    51479   5941  51479
52434    748   1849     99      3    50584    329  50584
52440    869   2149     77     13    50290   5037  50290
52458    198    516     97      1    51941   4036  51941
52473    876   2161     93      2    50311   2421  50311
52474    877   2161     95      7    50312   2431  50312
52483    325    855     98     10    51627    961  51627
52543    498   1271     90      7    51271   6850  51271
52545    164    424     95     10    52120    846  52120
52578    578   1460     85      3    51117   6775  51117
52583    583   1468     94      0    51114   6822  51114
52610    600   1506     89      8    51103   6985  51103
52630    485   1239     90     27    51390    365  51390
52638    610   1542     88      7    51095   7118  51095
52658    625   1587     99      0    51070   7192  51070
52665    654   1652     87      6    51012   7335  51012
52671    752   1858     86      2    50812   7212  50812
52680    766   1889     98      0    50790   7245  50790
52688    772   1903     90      4    50784   7283  50784
52775    910   2241     87      5    50533   7575  50533
52780    917   2255     94      4    50524   3890  50524
52784    918   2257     92      1    50526   3898  50526
52790    919   2260     90     31    50529   3905  50529
52806    927   2285     86      8    50520   7674  50520
52812    945   2330    104      0    50481    313  50481
52825    644   1629     92      8    51195   3759  51195
52858      3      7    102     24    52850     10  52850
52900    363    956     97      8    51943   5310  51943
52910    367    963     99      9    51946   5343  51946
52925    373    971     85      4    51953   9882  51953
52941    161    414    104      0    52526    623  52526
52957    157    403     95     25    52553    624  52553
52960    141    374    100     12    52585    217  52585
52960    338    893     86     16    52066     11  52066
52972    265    698     93      8    52273    639  52273
52973    523   1337     95      7    51635   3027  51635
52979    517   1326    104      0    51652   3094  51652
52994    531   1348     93     31    51645   2530  51645
53044    823   2049    102      0    50994   2899  50994
53068    699   1742     98      0    51325  10233  51325
53113    275    731     78     21    52381  11416  52381
53113    935   2306     94      0    50806   9861  50806
53120    954   2354     96      0    50765   9873  50765
53140    282    750     99      1    52389   1642  52389
53170    984   2445     90      9    50724  10077  50724
53175    281    749     84     20    52425   1669  52425
53208    270    716    102      4    52491      0  52491
53227    306    807     89      3    52419  11845  52419
53242    184    477     85     38    52764    262  52764
53271    220    580     89     29    52690   5988  52690
53280    205    538     89     22    52741   6078  52741
53289    419   1072     89      4    52216  11967  52216
53293    313    831    101      0    52461   5923  52461
53294    335    884     93      2    52409   5847  52409
53294     38    107     75     19    53186  13298  53186
53297    417   1065    102      0    52231   3980  52231
53297    424   1076    101      0    52220   3984  52220
53298    124    333    102      5    52964    806  52964
53351    822   2044     88     22    51306   1107  51306
53366    322    846    102     32    52519    940  52519
53371    836   2070     90      9    51300  11760  51300
53374    833   2066     77     17    51307  11736  51307
53389    837   2070     79     31    51318  11764  51318
53418    850   2099     89     21    51318   4864  51318
53426    861   2126     97      1    51299   4942  51299
53436    740   1831     99     18    51604    279  51604
53465    875   2157     89     16    51307   5069  51307
53500    246    646     85     23    52853   7248  52853
53520    502   1280     99      4    52239   6861  52239
53527    500   1280     87     12    52246   6851  52246
53585    773   1904     97      3    51680   7292  51680
53591     71    194    104     20    53396    708  53396
53594    767   1893    100      0    51700   7393  51700
53596    794   1962     93      8    51633   7498  51633
53601    637   1615     99     14    51985    279  51985
53606    718   1786    102     25    51819    211  51819
53607    691   1722    104      1    51884    312  51884
53622    921   2264    103      4    51357   3921  51357
53632     67    184     99     19    53447   2379  53447
53640      2      4    104     35    53635     13  53635
53640     17     43    103     11    53596     22  53596
53644     98    264    101      5    53379   4536  53379
53646     92    253     95     28    53392    179  53392
53650    148    386     95     36    53263    579  53263
53651    358    944    103      0    52706   9735  52706
53661    371    970     90     14    52690   9874  52690
53666    650   1645    102      4    52020   1741  52020
53666    396   1011     94     32    52654   2482  52654
53683    547   1391     95      2    52291  10175  52291
53687    551   1402    101      0    52284  10204  52284
53687    340    895    101      1    52791    876  52791
53688    549   1398     93      1    52289  10186  52289
53698    696   1732    103      8    51965    364  51965
53704    698   1738    104      0    51965  10227  51965
53709    701   1746     94      8    51962  10259  51962
53722    273    725    100      0    52996  11402  52996
53731    955   2354     93      5    51376   9863  51376
53735    284    754    102      8    52980   1648  52980
53738    975   2417     98     11    51320   4104  51320
53758    286    754     99     35    53003   1658  53003
53763    298    784    102      6    52978   4907  52978
53786    309    814     88     14    52971  11878  52971
53800    199    520     92      3    53279  12299  53279
53806    326    859     90     23    52946  12676  52946
53822    722   1793    104      1    52028   3978  52028
53825    337    890     91     29    52934  12666  52934
53829    733   1821     96      4    52007  11849  52007
53832    728   1807     91     28    52024   4027  52024
53847    839   2075     88      7    51771  11770  51771
53853    844   2082     95      5    51770  11815  51770
53859    849   2097    104     10    51761   4846  51761
53868    863   2132     98      6    51735   4958  51735
53874    873   2156    104      5    51717   5060  51717
53883   1000   2487     98     24    51395   5053  51395
53887    233    615    101      1    53271   7098  53271
53890    230    604     96     35    53285   7084  53285
53898    472   1209     97     28    52688   6786  52688
53901    507   1296     91     30    52604   6882  52604
53903    590   1478    103      8    52424   6881  52424
53916    603   1512     91     21    52403   6989  52403
53918    612   1550    102     12    52367   4430  52367
53918    909   2240    102      2    51677   7556  51677
53919    501   1280    101      2    52638   9016  52638
53919    410   1046    104      5    52872  10105  52872
53923    453   1151    101     20    52771    266  52771
53923    709   1760    101     10    52162   1303  52162
53932    274    728    100      1    53203  11409  53203
53934    982   2444    102      1    51489  10076  51489
53935    990   2464    104     38    51470   3175  51470
53950    194    508    102      6    53441  12291  53441
53953    327    863     97     31    53089  12676  53089
53958    734   1822    102      9    52135   1347  52135
53959    595   1491    104     23    52467   6906  52467
53962    261    688    100     33    53273  11400  53273
53964    305    806    103     20    53157  11836  53157
Processes: 1000
Avg WT = 32675.3,   Avg RT = 3687.27,   Avg TRT = 32675.3
Migration %:      RTF =38.5% ,      MaxW = 1055%
OverHeat %: 0%
Work Steal %: 939%
Forked Process %: 0%
Killed Process %: 0%
Temination Before DeadLine %: 0%
Processors: 13 [4 FCFS, 3 SJF, 1 RR, 5 EDF]
Processors Load
p1=1.53022e-05%,  p2=0.00458148%,  p3=0.00713695%,  p4=0.0054078%,  p5=0.00209334%,  p6=0.000165264%,  p7=0.000100995%,  p8=0.146087%,  p9=0%,  p10=0%,  p11=0%,  p12=0%,  p13=0%
Processor Utiliz
p1=0.00926561%,  p2=2.77412%,  p3=4.32148%,  p4=3.27447%,  p5=1.26754%,  p6=0.100069%,  p7=0.061153%,  p8=88.4569%,  p9=0%,  p10=0%,  p11=0%,  p12=0%,  p13=0%,  
Avg utilization = 7.71269%
